edad,experiencia,kilometraje,antiguedad_auto,anio_fabricacion,siniestros_5y,prima_real
40,6,78616,23,2002,0,346.12005231332137
64,6,140988,26,1999,0,344.1624922809756
48,14,187435,6,2019,1,444.72059398417935
28,10,95213,8,2017,0,299.3953399095801
27,3,158432,10,2015,0,392.10285805504594
20,2,37805,2,2023,1,519.5889670053043
71,13,144525,25,2000,1,389.25481437822805
31,13,126599,11,2014,0,356.761277457556
33,6,153775,20,2005,0,365.40539731491253
27,9,190093,2,2023,0,324.3621186959778
46,18,74176,14,2011,0,350.9450544954676
27,1,94799,20,2005,1,498.71068357822077
29,9,98385,9,2016,3,484.04883170746285
47,16,88919,0,2025,0,303.9395049948016
58,36,138482,13,2012,1,391.33801554672164
18,0,81462,26,1999,0,596.7309233598743
22,4,179340,19,2006,1,719.9793207572393
37,19,165320,5,2020,2,451.13129688066135
25,7,31159,1,2024,0,336.4652041506924
60,19,42039,28,1997,1,382.38627607972364
29,0,47800,22,2003,0,397.01227293221785
18,0,40761,7,2018,0,471.20648763799954
74,18,94626,0,2025,0,320.2759922381239
71,17,118368,28,1997,0,363.04608055540814
37,5,174735,3,2022,0,312.2910634448521
45,27,80903,26,1999,1,355.0966867061675
74,22,171484,3,2022,0,300.93454328251323
60,22,118998,28,1997,0,302.9313081488816
54,25,166439,4,2021,0,323.6452724104048
64,12,136885,29,1996,0,336.6799793939801
54,6,59894,27,1998,1,404.79561611728974
29,11,51444,27,1998,0,296.2247619424921
54,26,165341,19,2006,0,367.8099070234376
66,25,61748,8,2017,0,279.6713211688356
66,32,41190,22,2003,0,241.91992404019123
73,14,40318,12,2013,0,358.35055979725524
61,35,168090,17,2008,1,397.8246928369636
73,26,124078,16,2009,0,333.77829236210516
45,4,39759,24,2001,0,410.84670380660725
64,1,16498,0,2025,1,407.86876812594494
32,14,25989,21,2004,1,465.8714176857789
23,5,156640,14,2011,0,521.5340395616286
61,22,117035,1,2024,0,264.4296122344715
37,19,66577,15,2010,0,356.179159162896
67,15,105231,19,2006,0,331.223216683943
31,13,161171,21,2004,0,328.30532616960016
19,1,89900,4,2021,0,489.5309304591715
26,8,171711,26,1999,0,355.5677550463055
54,34,104679,21,2004,0,348.7062219164092
37,14,23482,18,2007,0,365.9168453818749
43,2,69212,4,2021,1,440.61478528488533
46,22,186333,1,2024,1,355.17250168936044
18,0,30048,6,2019,0,471.0432415145155
72,33,134137,2,2023,0,242.0877304817935
52,32,133108,16,2009,0,350.5325069863677
23,5,35814,29,1996,0,435.5462312331898
54,6,190766,23,2002,0,424.35073558908476
70,2,147996,23,2002,0,410.33068871792165
22,4,129493,2,2023,0,454.2751169601604
50,30,60204,12,2013,1,380.5167755548974
66,17,32844,6,2019,1,377.2801035003852
68,6,81943,24,2001,1,468.32619700783476
31,0,21518,23,2002,0,400.85793243657014
29,11,148131,2,2023,2,416.162942745045
59,31,23052,14,2011,0,309.9229473264322
37,5,69803,28,1997,2,413.53663987903144
70,38,71524,17,2008,0,293.85279390034003
67,9,89572,28,1997,1,399.3045773060449
41,6,139752,9,2016,1,439.1430802802547
60,25,67021,22,2003,2,442.45412056116663
51,33,20043,6,2019,0,284.80446956915654
42,24,2419,8,2017,0,225.94003420022457
67,35,187964,4,2021,0,295.11816363060905
46,20,121831,19,2006,1,442.08295933732745
74,16,101799,7,2018,0,375.49939667381597
56,32,148212,13,2012,1,352.071060617884
48,9,174556,3,2022,0,275.5326213063146
73,11,194941,19,2006,0,356.23897246240284
64,15,176282,27,1998,1,432.26021575327917
60,31,57600,13,2012,1,349.7406830488005
67,14,116467,11,2014,1,441.2252118891188
40,22,78497,1,2024,0,280.28352131471877
61,27,108611,12,2013,0,276.6474372704084
55,16,137559,0,2025,0,342.486099662519
37,1,60692,19,2006,0,470.79108436210555
40,22,62112,6,2019,0,218.84973681784624
62,6,162182,27,1998,2,566.6294395347899
69,12,16360,24,2001,1,408.89645774306325
33,14,180482,8,2017,1,367.739600096443
67,24,83038,27,1998,0,266.8441501261943
59,22,3017,25,2000,1,359.0164514508904
72,21,86261,16,2009,0,294.8443362630854
25,7,191196,20,2005,2,535.7248088253401
67,32,182021,22,2003,1,474.2412804202087
38,10,189340,12,2013,0,364.2623602064081
18,0,66320,22,2003,0,475.303072701608
72,24,31127,9,2016,0,260.09464275689436
25,7,134268,15,2010,2,514.260209830808
46,28,75088,5,2020,3,424.569556257105
49,23,172372,15,2010,0,361.09431740122534
55,37,180786,10,2015,1,361.4998812441652
22,4,31921,25,2000,1,622.8349464946997
64,16,4746,19,2006,0,392.61677261476666
39,21,68535,2,2023,1,294.956069722429
64,36,65350,27,1998,0,279.28021261748455
51,1,181417,28,1997,0,428.13619598413277
18,0,180292,8,2017,0,505.3596677241098
72,23,81131,14,2011,0,312.10295257966305
72,8,22063,27,1998,1,435.30390088315426
43,3,117116,12,2013,0,411.71858433048243
60,16,88913,9,2016,1,354.1319171271672
27,9,78946,19,2006,0,354.87469652529666
47,29,177043,23,2002,1,460.7537466073329
67,39,134670,12,2013,1,337.7312505539757
35,10,10564,16,2009,1,386.39531057705346
34,16,49725,6,2019,1,361.2329205573135
43,20,86134,27,1998,0,405.97420983411985
25,7,105940,5,2020,0,267.8505253899482
64,28,191012,12,2013,1,409.5601406286648
57,23,62085,27,1998,0,284.17793952041956
66,9,17862,16,2009,0,356.9453636404593
29,11,10265,14,2011,0,283.07213182663736
44,17,140777,3,2022,0,268.9148483523665
25,7,186351,27,1998,0,417.85032604967796
42,24,62471,14,2011,0,310.779640133882
63,17,91080,13,2012,0,322.63967114850635
21,3,194051,20,2005,0,567.8756686704576
50,8,55828,10,2015,0,298.10114223402604
18,0,116884,23,2002,0,534.3242419548297
36,18,108007,3,2022,1,297.72645704860213
48,30,46104,2,2023,1,292.8999805154237
33,3,40934,1,2024,1,403.3537730684832
31,13,114420,19,2006,0,363.8826374125029
70,19,6050,26,1999,0,344.8106890900581
65,8,175024,9,2016,1,439.2179967623817
22,4,8484,29,1996,0,542.3742444167516
58,14,62648,12,2013,0,334.6228583338799
43,25,59945,19,2006,0,309.01361946613434
45,14,184750,28,1997,0,418.3165392430104
19,1,31323,25,2000,0,560.4964455134182
67,36,86332,20,2005,0,307.6296151273082
23,5,94605,28,1997,0,401.69888593014673
26,8,166433,22,2003,1,392.3740937983134
50,25,10315,24,2001,0,247.46691479241218
58,24,47968,17,2008,1,386.76247785822625
42,24,157591,20,2005,0,355.10970302833556
65,25,9107,15,2010,1,352.33810539078405
30,12,55781,10,2015,0,339.04460832767984
26,8,3869,9,2016,2,413.79172021424665
70,31,80983,8,2017,0,252.3480795829277
30,2,158442,11,2014,0,490.53485544365424
48,1,193767,29,1996,0,486.556816743406
58,32,191494,28,1997,0,340.00212339912713
28,10,7971,18,2007,0,360.52592888173973
21,3,96805,0,2025,2,649.3114118904787
51,32,25651,17,2008,0,375.7580063663965
55,11,56974,13,2012,0,341.069387278725
63,2,23446,21,2004,0,378.6038495835768
21,3,169180,20,2005,0,588.0143516453179
55,34,3823,0,2025,1,325.866452232856
36,7,144526,16,2009,1,417.36955079884956
23,5,135004,10,2015,0,374.0633112352839
51,6,141292,19,2006,0,297.26026179834383
35,17,67965,27,1998,1,421.841371981044
30,12,159280,14,2011,1,444.62531437016065
58,23,10510,3,2022,0,260.7279593329091
40,0,175117,14,2011,0,443.4546863312784
36,18,141609,21,2004,2,481.82396421906736
62,9,105935,21,2004,0,352.81349775508556
28,10,69134,25,2000,1,413.12083449985863
18,0,72254,13,2012,0,552.144453585408
41,7,144854,21,2004,0,367.6850339876946
71,28,114780,0,2025,1,321.80699893007494
24,6,125544,25,2000,0,400.1887232426519
42,24,65587,8,2017,1,341.4158444675352
38,5,82238,26,1999,0,335.55283284245365
32,14,75720,6,2019,0,294.8776473499601
18,0,78004,22,2003,0,477.93944817221416
29,11,22072,10,2015,0,312.40712448925814
24,6,81015,22,2003,0,509.0515723634805
32,13,72746,1,2024,1,344.81140104641776
38,20,176774,1,2024,1,414.6780701451846
36,18,102260,5,2020,1,397.37577243565033
46,13,137129,22,2003,1,398.3106869861056
42,6,128259,18,2007,1,341.24432538968153
50,32,30916,28,1997,1,393.46534479789995
66,25,27268,19,2006,0,312.8793442920842
49,19,175050,13,2012,0,388.84002546752146
66,2,23259,27,1998,1,498.44686795544123
52,3,184655,2,2023,2,589.1941008798276
61,25,79400,6,2019,0,267.0743032295415
55,10,34293,6,2019,1,425.1265321457529
43,1,111581,3,2022,0,380.9414777494447
28,10,7043,28,1997,3,582.3445588369979
52,29,181502,22,2003,0,341.7470860526202
25,7,107009,4,2021,0,309.32536516545827
63,25,38893,16,2009,0,259.81093636658903
31,13,171714,25,2000,0,362.19044197358716
27,9,161940,3,2022,0,362.3296188871616
19,1,26309,22,2003,1,618.9937708786546
63,23,23284,12,2013,1,338.8536508382626
26,8,126801,15,2010,0,324.47374275527727
20,2,113259,15,2010,0,496.7315259184285
38,20,100804,1,2024,1,358.8323113745972
43,25,69000,17,2008,0,285.473850997066
25,7,84179,0,2025,0,342.69184827026254
65,39,193179,17,2008,0,347.7961532600651
19,1,65049,25,2000,1,579.1345594088136
23,5,29265,29,1996,1,563.5842210568131
45,22,23880,7,2018,0,268.62650652119146
70,14,84579,10,2015,1,375.1797919970396
46,12,131327,23,2002,0,354.20223928128286
43,22,132574,23,2002,3,509.3226609374882
42,16,65424,14,2011,0,334.6947291269983
29,1,70966,15,2010,1,506.72288679775227
22,4,172438,16,2009,1,678.6229015550484
51,19,158497,16,2009,1,466.26314329971865
65,2,183400,11,2014,0,449.8281860664855
54,11,67396,9,2016,0,291.2987493699161
32,14,71694,19,2006,1,370.139015727298
61,1,136878,5,2020,0,359.84386697394984
53,35,17106,7,2018,1,330.7384099966996
32,13,56731,12,2013,0,400.4662216644675
60,15,75010,1,2024,0,314.38098019914975
65,18,32599,28,1997,1,392.25953272770226
40,22,71326,18,2007,0,280.0596712413081
23,5,75706,21,2004,1,525.5231364001537
63,12,9004,9,2016,0,277.6515702193067
67,35,115018,3,2022,0,252.94569509578554
61,21,182436,11,2014,1,387.41621652152276
60,17,25792,17,2008,2,473.1423965910443
62,11,195984,6,2019,1,418.0836699712988
38,20,54645,19,2006,0,285.30486620621434
40,22,7232,23,2002,1,411.4394977296207
60,6,54766,23,2002,0,338.8759146753072
72,31,120601,22,2003,0,291.47752956341986
33,15,81588,25,2000,0,371.6328076702392
64,5,179614,24,2001,0,373.3124967165975
70,19,5913,3,2022,0,268.5943146013079
32,14,112406,6,2019,0,254.34499282647943
42,24,113693,9,2016,0,290.8633420917766
53,6,93449,25,2000,0,367.79212383174644
28,4,10567,14,2011,0,401.6085453349552
68,10,38379,11,2014,1,453.6397458413992
32,14,319,0,2025,1,361.0749283324298
21,2,90005,19,2006,0,557.3401465731445
38,4,110990,17,2008,2,550.8789710485152
30,12,4791,24,2001,0,312.6061156235128
39,21,131401,15,2010,0,295.0905208895698
36,8,61032,4,2021,0,288.01306892819883
51,14,175150,18,2007,0,414.03260580936035
31,2,88662,3,2022,1,440.8002927013672
21,3,21300,5,2020,1,517.2227195422042
65,5,75700,25,2000,3,552.3347673487071
70,16,182017,16,2009,2,518.4584464755426
69,25,55609,6,2019,1,299.88725657009957
63,20,191634,23,2002,1,453.00774705307015
44,7,90045,22,2003,0,339.2743166852379
46,20,61901,6,2019,0,277.02964146047276
64,10,5703,8,2017,0,276.70907935612337
45,27,63115,12,2013,0,334.93789729769367
52,7,27676,19,2006,0,357.7024756627554
25,7,192782,13,2012,1,483.71006188820894
33,15,191149,15,2010,0,370.98744711534874
59,13,121332,22,2003,0,312.36792839630164
53,13,176512,8,2017,0,312.7829358886747
47,9,167995,14,2011,0,410.3194201791002
35,11,29802,4,2021,0,251.9878680441012
19,1,90331,17,2008,0,560.8413265357013
66,33,193976,20,2005,0,308.2452106906399
30,9,191234,19,2006,0,402.8902954782867
21,3,124786,7,2018,0,419.3862435237339
43,16,65169,14,2011,0,327.14495850278877
42,2,68147,20,2005,0,352.2756890248694
47,29,22075,24,2001,0,366.11395683074386
28,0,82015,8,2017,0,377.2449225014592
24,6,9304,18,2007,0,450.26095546087527
48,30,129851,28,1997,0,295.7139653198429
61,3,120729,25,2000,1,468.8773694925035
27,9,59622,21,2004,3,575.2959182171336
56,33,54215,5,2020,1,287.9062622475364
30,12,73973,3,2022,1,354.9861941928239
48,21,108654,10,2015,1,286.47809650623844
24,3,143593,28,1997,0,521.21845339756
73,17,24028,9,2016,1,302.49261706586145
66,4,39328,2,2023,2,459.5826367991691
59,18,27301,0,2025,2,394.2054163700285
59,1,38015,11,2014,1,515.2425922231595
73,11,36845,22,2003,0,329.06046866214206
53,16,86818,14,2011,0,374.5079496934411
37,9,76394,14,2011,0,390.02094832978395
21,3,175231,20,2005,0,559.9907061093512
71,5,43714,13,2012,0,300.6465773918751
24,6,80722,25,2000,1,546.4703986882813
71,10,25230,6,2019,0,253.75301484435397
18,0,92554,16,2009,0,490.4020888468354
61,8,49262,23,2002,1,362.9680718722084
73,1,41722,18,2007,1,525.6949417606302
62,7,177431,6,2019,1,413.1625704766327
59,10,62796,27,1998,1,462.5485717487283
64,35,171231,2,2023,0,283.7623317146979
30,9,87052,29,1996,0,320.2807452476765
72,20,100808,2,2023,0,284.2556809698912
39,19,136311,25,2000,0,305.01687675210684
71,7,91951,24,2001,1,456.8595534188668
38,20,50886,28,1997,0,446.29901725881837
39,21,103424,17,2008,0,288.7856460636888
45,11,158267,29,1996,0,397.280942427247
26,8,104697,19,2006,1,409.33532623582823
43,20,96299,21,2004,0,358.2522128450547
26,8,165746,13,2012,0,411.29096057412426
32,14,149177,2,2023,1,325.70725893496893
27,9,160811,27,1998,0,365.1422834510823
41,23,163041,25,2000,1,445.9546667981005
74,19,14497,29,1996,1,429.2650468362242
59,23,132888,25,2000,0,320.31959228183666
25,7,118915,6,2019,2,435.2905152223865
41,6,92019,6,2019,0,318.23674527649604
33,8,190326,4,2021,0,364.7329025621136
66,0,109017,2,2023,0,382.6132091498766
43,25,69385,17,2008,2,433.1781997050876
44,26,105153,14,2011,0,321.091091506952
54,36,33826,19,2006,1,370.5771301097175
21,3,110034,13,2012,2,702.1156888938489
67,9,194437,28,1997,0,377.95117643935004
41,5,84242,3,2022,0,296.58568343041827
36,16,123066,26,1999,0,294.05724126608925
53,35,50100,23,2002,0,333.7480487826615
56,23,125170,7,2018,0,298.33390336885867
27,9,135431,28,1997,2,499.3142671938973
42,7,96205,20,2005,0,371.5411745916856
35,17,12809,12,2013,1,408.7227259334535
36,5,64450,21,2004,0,329.577776660984
53,20,38428,7,2018,1,388.4671611119016
27,9,72790,14,2011,0,313.23649677224375
50,23,111126,16,2009,0,277.69678722844327
72,32,90321,4,2021,1,337.44416182220124
67,17,2093,19,2006,0,357.6228959307514
22,4,44498,3,2022,0,477.9021737790669
64,31,116251,10,2015,0,218.6867294961552
66,11,40985,17,2008,0,342.06773277619504
52,26,32009,9,2016,0,236.08899837403723
61,9,128515,16,2009,0,370.6588263960694
51,31,17718,29,1996,0,350.5124714588255
50,25,16705,14,2011,1,387.7348703056592
72,24,87618,5,2020,1,307.2645643423969
38,10,62598,22,2003,0,322.5424454198012
34,16,77878,20,2005,0,332.64514208025895
39,21,12239,15,2010,0,285.2662682348313
65,39,46622,14,2011,0,305.72276552964126
54,22,46665,7,2018,2,355.4740374863085
32,14,32274,8,2017,0,258.5505267062089
52,30,142491,10,2015,1,335.4193928383548
45,6,108368,26,1999,3,565.73472063752
24,6,146075,1,2024,0,425.9825997720507
49,31,161938,26,1999,0,328.55418751997234
28,10,153060,12,2013,2,474.5938603005322
27,1,186966,3,2022,1,499.6590426798062
26,8,108563,26,1999,1,441.83268764542584
31,13,136746,8,2017,1,394.26004914247045
30,12,93103,4,2021,0,344.13973010147885
74,33,66446,18,2007,1,417.16592187053504
42,19,29072,21,2004,0,315.69670656500335
19,1,33717,2,2023,1,586.4423266449259
52,17,157723,29,1996,1,445.55894085543383
24,6,117202,20,2005,1,541.4531048365094
38,7,175363,2,2023,1,403.7847816309254
35,17,122389,5,2020,1,330.81752686959646
20,2,109525,27,1998,0,552.3107504236948
59,22,194422,9,2016,2,402.1169545285066
71,10,4646,4,2021,0,355.76323285717956
56,1,39713,29,1996,0,391.1027040401765
58,25,67936,24,2001,0,280.36646575846595
66,35,175403,2,2023,2,395.9138817111279
28,10,22185,21,2004,0,389.85603823286397
56,12,84263,23,2002,0,297.98400190718485
41,23,52107,6,2019,0,297.3919940830817
63,24,197626,21,2004,0,396.52081528094834
36,3,17563,29,1996,0,408.91854829624265
21,3,70729,17,2008,0,505.7074084862196
43,17,15701,22,2003,1,416.39687858889147
55,36,179289,7,2018,0,263.3277251459547
59,29,175682,0,2025,1,435.8479269870678
49,18,181203,24,2001,1,475.49431289010437
56,22,128331,3,2022,2,341.384521437347
62,15,160482,23,2002,0,355.2843729199149
63,0,99280,25,2000,0,419.37401370728963
53,11,189787,6,2019,1,357.1672948230508
57,23,38665,13,2012,0,265.3703672073683
54,33,15957,12,2013,1,381.41304242938315
50,7,179199,9,2016,0,360.17995018898046
53,17,194661,22,2003,1,482.85665887513267
20,2,46008,17,2008,0,515.7078729056104
26,8,61920,0,2025,0,291.7647177713169
25,7,163947,3,2022,0,331.550105667013
50,12,113828,27,1998,0,374.7638111627118
23,5,123852,15,2010,1,479.79695956621464
58,28,132698,15,2010,2,411.3774707340242
56,2,90815,17,2008,0,402.66702079822824
21,3,194894,7,2018,0,487.732819629628
30,12,164714,9,2016,0,328.36587248706866
66,11,38311,15,2010,0,344.2529194091154
19,1,32356,22,2003,1,641.2207413248943
22,4,3809,23,2002,1,568.1155133347136
61,27,174443,10,2015,0,248.95679842566398
44,17,34875,5,2020,1,340.0441689460636
49,12,9465,0,2025,0,325.90768067760297
38,20,197167,29,1996,0,359.94150663433373
25,7,73844,28,1997,0,343.76753282177145
55,11,196322,28,1997,1,459.2442126903603
25,1,86889,11,2014,0,423.4829026638188
67,36,15250,24,2001,0,357.43725336599005
20,2,46023,5,2020,1,560.8393253501374
71,25,101350,27,1998,0,340.4238942715868
61,25,177696,12,2013,0,337.74610877637883
20,2,16427,25,2000,0,561.7051156508976
39,11,164348,16,2009,0,381.64822986801676
23,5,71643,0,2025,0,316.3403941251303
19,1,134511,7,2018,0,523.75159988483
40,22,78672,21,2004,0,311.88547806570824
61,8,17300,7,2018,0,315.89317504845513
19,1,60289,23,2002,1,588.9417161284499
55,14,148254,10,2015,0,365.9135834731639
34,16,181984,13,2012,1,431.6023825595835
52,12,157981,23,2002,0,367.94259569721044
51,4,19659,9,2016,1,386.12716299262996
40,10,162475,14,2011,0,390.4373308808328
47,9,164658,6,2019,3,519.5545386218869
69,12,10360,6,2019,0,253.69217434673885
25,7,21424,9,2016,1,357.97287216634055
39,6,98035,3,2022,0,302.84384879028215
61,39,48791,24,2001,0,303.0757197587704
53,27,134137,27,1998,0,255.8733607362858
22,4,199867,17,2008,0,577.9738742168927
30,12,12300,26,1999,2,444.9707911005958
46,14,33370,24,2001,1,440.676510481436
48,30,27209,9,2016,1,307.3376703895098
64,20,20927,18,2007,2,510.82856671845855
74,5,34579,13,2012,0,345.4224857940533
72,0,9032,12,2013,0,415.9618446130485
33,3,93254,14,2011,2,617.8889216859782
59,10,78413,15,2010,2,458.54203126921254
47,25,171803,1,2024,0,264.12678200670155
74,36,113528,28,1997,0,327.1710521861875
72,22,184839,3,2022,0,257.578534705317
33,15,123916,20,2005,2,459.0366383190524
29,11,72302,17,2008,0,297.62515159732664
34,16,181026,28,1997,0,414.0546768665815
33,15,85757,16,2009,1,383.9197477295778
29,11,156174,9,2016,2,442.37161872110255
25,7,165505,26,1999,1,416.6984252265253
37,19,15932,20,2005,0,333.43736081514555
20,2,25714,8,2017,1,535.7116690638351
33,15,57803,14,2011,0,369.77931169311023
47,3,170815,27,1998,0,415.7413103420902
62,39,133624,11,2014,0,292.4723420123905
40,15,56627,20,2005,0,387.6821540265996
45,27,177059,27,1998,0,372.78179414829924
68,24,79810,26,1999,0,290.1658417275819
57,11,45380,25,2000,0,343.5158059402908
71,25,160322,8,2017,0,356.04105717924546
22,4,199416,13,2012,1,647.2805318987251
37,19,64686,12,2013,0,287.36216976749597
57,27,120321,27,1998,0,294.41716972745405
73,8,45028,25,2000,0,342.49866331230277
61,11,146367,5,2020,0,275.9341363379068
18,0,113141,18,2007,0,546.8072980024951
74,27,55248,3,2022,1,330.3196707009454
47,29,10523,19,2006,2,416.5671669610652
38,4,45530,16,2009,1,480.63039034874663
37,19,13769,18,2007,1,391.6095631980936
23,5,194114,2,2023,1,519.8920164296211
39,12,112035,28,1997,1,399.8239804415393
35,17,175717,13,2012,1,419.6126856220026
25,7,193214,16,2009,0,408.35704141542016
56,10,156629,12,2013,0,371.20792550286
49,31,79782,8,2017,0,229.2030044062741
50,3,78382,26,1999,0,465.3846515959827
70,32,168157,0,2025,0,315.31640809892065
33,6,181780,24,2001,2,532.6874718619652
29,7,182429,16,2009,0,373.1446183338371
55,36,110939,15,2010,1,364.18980877972257
69,9,144542,17,2008,1,404.97784021399906
51,14,78712,1,2024,0,291.7927936946693
31,13,118643,13,2012,1,396.30884116466314
53,14,107417,21,2004,3,548.8995066874942
50,4,137877,22,2003,2,561.3156542247177
40,22,128256,26,1999,0,317.2036285841705
67,18,193100,16,2009,0,378.79568768433666
62,9,181844,2,2023,0,308.9857668079581
19,1,183176,1,2024,0,492.39537872136134
58,3,101422,7,2018,0,376.2881778601466
38,20,89300,24,2001,1,346.3075830494996
19,1,6630,28,1997,0,534.8459492336126
44,15,124474,1,2024,3,443.2085918473054
74,39,98869,1,2024,0,256.2334957228269
26,8,15701,25,2000,0,260.1095308827761
18,0,145931,8,2017,0,466.9698513169552
28,10,152255,29,1996,0,357.2929196851512
20,2,171510,19,2006,0,554.2556897393279
69,33,97285,20,2005,1,375.3198039934252
40,22,117556,28,1997,0,251.37597551720376
43,25,173316,26,1999,0,343.4117479411619
21,2,15021,24,2001,1,640.4473963010222
35,8,186637,5,2020,0,335.2260402707721
72,17,179115,25,2000,0,367.68448391630636
23,5,64361,11,2014,0,432.48459379209487
52,33,132317,24,2001,0,308.2352288566099
39,13,172083,8,2017,0,352.75607220315294
60,3,10355,6,2019,0,397.650306505905
32,14,98841,29,1996,1,401.674997202835
39,14,179764,11,2014,1,462.34583490901423
54,27,180076,25,2000,0,321.5225130882315
69,15,160786,24,2001,0,392.00123458922917
59,11,17198,4,2021,0,313.8037287491451
29,4,66951,15,2010,0,408.9961814286136
64,33,132724,4,2021,0,285.57050941922034
66,0,174697,11,2014,0,455.49578545179156
59,38,18740,23,2002,0,309.05805468678557
55,31,3810,25,2000,1,346.1890585990021
35,17,123743,19,2006,1,419.15888468575304
62,16,147641,8,2017,0,282.6625342208272
52,26,99855,22,2003,1,398.6904529326124
47,23,26783,6,2019,0,244.70399207134008
41,23,121701,28,1997,0,318.56519170675347
59,38,78047,18,2007,0,302.68130606585294
47,25,9471,19,2006,1,380.58964725904093
31,13,110771,22,2003,1,412.2509861321078
23,5,6163,10,2015,0,350.45993249040555
20,2,194159,26,1999,1,715.9135579058234
33,3,62071,29,1996,0,387.38493453284985
24,6,16065,20,2005,0,450.5272286746398
69,3,122323,11,2014,1,445.8486042106479
31,6,117969,2,2023,1,351.33233962311755
26,8,83456,16,2009,1,459.875583704121
32,1,179420,6,2019,0,387.7365460390558
38,20,19154,21,2004,2,485.8941846340262
52,34,105703,9,2016,0,318.0783231563746
19,1,20229,22,2003,0,513.2153085612175
44,26,52587,14,2011,0,318.2701847776995
19,1,49713,29,1996,0,535.6391665364866
52,33,158069,1,2024,0,255.60922056201298
35,17,21101,12,2013,0,330.4346444610169
31,13,40391,27,1998,3,555.8961200179544
37,15,72723,3,2022,0,252.1242606010042
35,12,190477,17,2008,0,420.59413635577783
27,9,166020,23,2002,0,402.1924364415734
42,24,100264,22,2003,0,328.7245068005042
19,1,184103,0,2025,1,633.5998934555902
42,15,37921,1,2024,2,441.69737941251594
71,29,28460,1,2024,1,317.10328792055816
50,29,152143,3,2022,1,307.43269231813895
53,35,197190,2,2023,1,335.963642949868
48,2,179354,16,2009,0,435.83288000782545
31,13,91725,27,1998,0,363.56364930408375
18,0,58445,13,2012,0,519.9268327494515
63,11,82208,1,2024,0,253.03580513057523
33,15,185888,15,2010,0,405.4539627347995
71,3,106283,10,2015,1,471.88091973643225
63,30,85779,24,2001,0,354.7661686250583
69,30,3060,12,2013,0,276.6021695573979
20,2,125806,0,2025,0,459.64710697958037
52,19,13731,24,2001,0,314.80889210957986
58,14,77830,22,2003,1,472.17554102137973
23,5,115871,1,2024,0,375.9173264404073
42,24,20719,1,2024,0,258.89440641824166
30,12,178114,20,2005,0,362.87355141939474
70,36,49116,28,1997,0,320.52105386869476
51,20,26325,4,2021,1,375.46842902356286
25,7,153669,3,2022,0,280.5582898980385
38,16,198511,11,2014,1,497.3059167915692
51,33,14551,25,2000,1,386.72739190673855
21,3,93287,25,2000,0,559.1647324243496
42,18,24278,28,1997,1,465.32119958501005
32,14,15141,27,1998,1,411.0175713205259
21,3,67913,2,2023,1,565.7072117455299
62,13,33615,19,2006,1,396.72649711970973
29,11,122058,9,2016,1,345.9684737034768
49,31,193823,19,2006,0,388.72135899133923
49,19,112684,17,2008,0,322.8268875029239
45,18,27452,20,2005,0,350.8940625308778
30,6,153797,20,2005,1,428.167299375769
48,3,50391,20,2005,0,394.3318407946163
31,13,120288,26,1999,1,398.84637643861214
37,1,113535,26,1999,0,457.414374836108
35,4,142770,9,2016,0,375.41305003205315
46,9,86711,0,2025,0,325.2557646812561
23,5,77850,5,2020,1,395.7953160647944
49,12,109733,10,2015,0,301.0394531027906
46,28,2365,1,2024,1,312.5251601981091
60,4,97662,6,2019,1,446.7696919173702
19,1,43372,19,2006,0,589.6957760574662
40,9,44134,20,2005,0,273.2832658493927
36,18,37823,20,2005,0,356.9834742658832
48,26,71158,20,2005,1,438.7435682736344
68,20,96076,17,2008,0,329.7063645938855
22,4,133021,20,2005,1,625.4951716144407
36,0,49396,18,2007,0,434.29709785168745
51,27,108336,3,2022,1,259.3232778232087
27,9,31912,12,2013,1,421.98552993412414
42,13,56947,17,2008,0,321.1780580897062
19,1,44387,19,2006,1,682.4330637176037
28,10,195037,28,1997,1,449.178863791913
67,20,16508,24,2001,0,323.68979289992717
48,8,45592,23,2002,0,370.39894863099465
73,16,109249,12,2013,0,359.64038146205604
32,4,1919,29,1996,1,523.6780381610496
26,8,42595,26,1999,1,471.3127152112178
40,22,140689,27,1998,0,292.9437800568299
36,18,33298,18,2007,1,465.5710750090769
26,8,138001,16,2009,1,470.32344107878384
52,34,14456,0,2025,0,246.94497140100768
38,20,109599,5,2020,1,339.8506863559214
26,8,86676,18,2007,1,415.4166756455018
45,13,83721,19,2006,0,339.00968094430607
63,32,37924,0,2025,0,321.27165549970744
68,28,24240,7,2018,0,244.08225888523714
24,6,87381,16,2009,0,438.58976488993216
33,9,9228,20,2005,1,391.0354063759179
33,15,21686,21,2004,0,348.2540443451628
50,5,11920,14,2011,0,409.25093992091456
21,0,7432,17,2008,0,572.1912375181773
21,3,194647,6,2019,2,704.3557459073565
56,26,110507,15,2010,2,453.5930904191161
57,20,130509,6,2019,0,314.14470535346896
34,16,71725,16,2009,0,335.8798424363389
54,15,164982,3,2022,0,387.4964501000315
56,22,121764,11,2014,1,412.186518763541
69,19,161298,12,2013,1,462.4311829001521
46,28,59099,3,2022,0,263.49462184303366
69,24,112557,20,2005,1,368.04126313326503
53,27,86760,0,2025,1,334.1632447169883
55,4,18013,0,2025,0,358.9485716303396
56,20,21446,6,2019,0,334.1852725561149
67,17,105209,8,2017,0,314.3708061398886
54,5,193581,0,2025,1,367.3876564946693
